panel_name,panel_root,symbol,trade_date,sampled_files,sampled_rows,read_errors,valid_l1_book_fraction,first_receive_ms,last_receive_ms,median_gap_ms,p90_gap_ms
l2_multiday_panel,real_data_sample\l2_multiday_panel,ADANIPORTS,2026-07-08,50,345,0,0.9971014492753624,1783496075001.0,1783504900487.0,1001.0,167354.19999999998
l2_multiday_panel,real_data_sample\l2_multiday_panel,AXISBANK,2026-07-08,50,868,0,0.9988479262672811,1783496075001.0,1783504873227.0,500.0,1249.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,BAJAJ-AUTO,2026-07-08,50,332,0,0.9969879518072289,1783496075001.0,1783504873227.0,1000.0,167377.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,BANKBEES,2026-07-08,50,690,0,0.9985507246376811,1783496075001.0,1783504882237.0,750.0,1255.2
l2_multiday_panel,real_data_sample\l2_multiday_panel,BHARTIARTL,2026-07-08,50,476,0,0.9978991596638656,1783496075001.0,1783504869237.0,750.0,164179.6
l2_multiday_panel,real_data_sample\l2_multiday_panel,BPCL,2026-07-08,50,287,0,0.9965156794425087,1783496075001.0,1783504869237.0,1750.0,168955.5
l2_multiday_panel,real_data_sample\l2_multiday_panel,BRITANNIA,2026-07-08,50,176,0,0.9943181818181818,1783496075001.0,1783504873227.0,4000.0,171069.4
l2_multiday_panel,real_data_sample\l2_multiday_panel,CIPLA,2026-07-08,50,295,0,0.9966101694915255,1783496075001.0,1783504869237.0,1844.5,167958.9
l2_multiday_panel,real_data_sample\l2_multiday_panel,DRREDDY,2026-07-08,50,284,0,0.9964788732394366,1783496075001.0,1783504900487.0,1748.0,168379.2
l2_multiday_panel,real_data_sample\l2_multiday_panel,GOLDBEES,2026-07-08,50,511,0,0.9980430528375733,1783496075001.0,1783504873227.0,750.0,7149.200000000003
l2_multiday_panel,real_data_sample\l2_multiday_panel,HCLTECH,2026-07-08,50,285,0,0.9964912280701754,1783496075001.0,1783504900487.0,1751.0,168443.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,HDFCBANK,2026-07-08,50,1095,0,0.9990867579908675,1783496075001.0,1783504873227.0,500.0,1000.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,HINDUNILVR,2026-07-08,50,357,0,0.9971988795518207,1783496075001.0,1783504873227.0,1000.0,167400.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,ICICIBANK,2026-07-08,50,921,0,0.998914223669924,1783496075001.0,1783504873227.0,500.0,1004.1
l2_multiday_panel,real_data_sample\l2_multiday_panel,INFY,2026-07-08,50,778,0,0.9987146529562982,1783496075001.0,1783504873227.0,500.0,2000.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,ITBEES,2026-07-08,50,214,0,0.9953271028037384,1783496075001.0,1783504881737.0,2750.0,170230.2
l2_multiday_panel,real_data_sample\l2_multiday_panel,ITC,2026-07-08,50,549,0,0.9981785063752276,1783496075001.0,1783504873227.0,750.0,4825.700000000003
l2_multiday_panel,real_data_sample\l2_multiday_panel,JUNIORBEES,2026-07-08,50,606,0,0.9983498349834984,1783496075001.0,1783504873227.0,768.0,4549.4000000000115
l2_multiday_panel,real_data_sample\l2_multiday_panel,KOTAKBANK,2026-07-08,50,689,0,0.9985486211901307,1783496075001.0,1783504873227.0,501.0,3250.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,LT,2026-07-08,50,946,0,0.9989429175475687,1783496075001.0,1783504873227.0,500.0,1003.2
l2_multiday_panel,real_data_sample\l2_multiday_panel,M&M,2026-07-08,50,844,0,0.9988151658767772,1783496075001.0,1783504873227.0,501.0,1250.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,MARUTI,2026-07-08,50,563,0,0.9982238010657194,1783496075001.0,1783504873227.0,750.0,4975.000000000008
l2_multiday_panel,real_data_sample\l2_multiday_panel,NESTLEIND,2026-07-08,50,322,0,0.9968944099378882,1783496075001.0,1783504900487.0,1250.0,167971.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,NIFTYBEES,2026-07-08,50,641,0,0.9984399375975039,1783496075001.0,1783504881737.0,749.0,3507.3000000000015
l2_multiday_panel,real_data_sample\l2_multiday_panel,ONGC,2026-07-08,50,551,0,0.9981851179673321,1783496075001.0,1783504873227.0,501.5,5415.900000000015
l2_multiday_panel,real_data_sample\l2_multiday_panel,RELIANCE,2026-07-08,50,1037,0,0.9990356798457087,1783496075001.0,1783504869237.0,500.0,1000.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,SBIN,2026-07-08,50,811,0,0.998766954377312,1783496075001.0,1783504869237.0,500.0,1987.3000000000002
l2_multiday_panel,real_data_sample\l2_multiday_panel,SUNPHARMA,2026-07-08,50,370,0,0.9972972972972973,1783496075001.0,1783504873227.0,751.0,167504.8
l2_multiday_panel,real_data_sample\l2_multiday_panel,TCS,2026-07-08,50,525,0,0.9980952380952381,1783496075001.0,1783504873227.0,750.0,5849.9999999999945
l2_multiday_panel,real_data_sample\l2_multiday_panel,TECHM,2026-07-08,50,255,0,0.996078431372549,1783496075001.0,1783504873227.0,2000.0,169307.30000000002
l2_multiday_panel,real_data_sample\l2_multiday_panel,ULTRACEMCO,2026-07-08,50,262,0,0.9961832061068703,1783496075001.0,1783504873227.0,2000.0,169000.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,WIPRO,2026-07-08,50,240,0,0.9958333333333333,1783496075001.0,1783504873227.0,2251.0,169743.8
l2_multiday_panel,real_data_sample\l2_multiday_panel,ADANIPORTS,2026-07-09,50,433,0,0.9953810623556582,1783578354738.0,1783591304477.0,1000.0,246503.2
l2_multiday_panel,real_data_sample\l2_multiday_panel,AXISBANK,2026-07-09,50,744,0,0.9973118279569892,1783578354738.0,1783591273852.0,501.0,2248.0000000000005
l2_multiday_panel,real_data_sample\l2_multiday_panel,BAJAJ-AUTO,2026-07-09,50,432,0,0.9953703703703703,1783578354738.0,1783591304477.0,1000.0,247537.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,BANKBEES,2026-07-09,50,722,0,0.997229916897507,1783578354738.0,1783591288810.0,999.0,1250.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,BHARTIARTL,2026-07-09,50,1122,0,0.9982174688057041,1783578354738.0,1783591273852.0,500.0,1000.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,BPCL,2026-07-09,50,334,0,0.9940119760479041,1783578354738.0,1783591304477.0,1750.0,250506.2
l2_multiday_panel,real_data_sample\l2_multiday_panel,BRITANNIA,2026-07-09,50,287,0,0.9930313588850174,1783578354738.0,1783591305177.0,2000.0,251313.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,CIPLA,2026-07-09,50,350,0,0.9942857142857143,1783578354738.0,1783591304477.0,1750.0,249866.2
l2_multiday_panel,real_data_sample\l2_multiday_panel,DRREDDY,2026-07-09,50,1061,0,0.998114985862394,1783578354738.0,1783591272728.0,500.0,1000.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,GOLDBEES,2026-07-09,50,568,0,0.9964788732394366,1783578354738.0,1783591285977.0,750.0,3999.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,HCLTECH,2026-07-09,50,416,0,0.9951923076923077,1783578354738.0,1783591273852.0,1000.0,248138.4
l2_multiday_panel,real_data_sample\l2_multiday_panel,HDFCBANK,2026-07-09,50,1105,0,0.9981900452488688,1783578354738.0,1783591272728.0,500.0,1000.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,HINDUNILVR,2026-07-09,50,661,0,0.9969742813918305,1783578354738.0,1783591272728.0,750.0,2999.1
l2_multiday_panel,real_data_sample\l2_multiday_panel,ICICIBANK,2026-07-09,50,1124,0,0.998220640569395,1783578354738.0,1783591273852.0,499.0,1000.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,INFY,2026-07-09,50,771,0,0.9974059662775616,1783578354738.0,1783591272728.0,500.0,2001.1
l2_multiday_panel,real_data_sample\l2_multiday_panel,ITBEES,2026-07-09,50,278,0,0.9928057553956835,1783578354738.0,1783591285977.0,2000.0,252227.2
l2_multiday_panel,real_data_sample\l2_multiday_panel,ITC,2026-07-09,50,717,0,0.99721059972106,1783578354738.0,1783591273851.0,574.0,2003.5
l2_multiday_panel,real_data_sample\l2_multiday_panel,JUNIORBEES,2026-07-09,50,711,0,0.9971870604781997,1783578354738.0,1783591273852.0,999.0,1251.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,KOTAKBANK,2026-07-09,50,1027,0,0.9980525803310614,1783578354738.0,1783591273851.0,500.0,1001.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,LT,2026-07-09,50,1045,0,0.9980861244019139,1783578354738.0,1783591273851.0,500.0,1001.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,M&M,2026-07-09,50,756,0,0.9973544973544973,1783578354738.0,1783591275977.0,503.0,2000.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,MARUTI,2026-07-09,50,724,0,0.9972375690607734,1783578354738.0,1783591273852.0,749.0,2251.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,NESTLEIND,2026-07-09,50,328,0,0.9939024390243902,1783578354738.0,1783591273852.0,1500.0,250779.00000000003
l2_multiday_panel,real_data_sample\l2_multiday_panel,NIFTYBEES,2026-07-09,50,799,0,0.9974968710888611,1783578354738.0,1783591285977.0,750.0,1252.0
l2_multiday_panel,real_data_sample\l2_multiday_panel,ONGC,2026-07-09,50,493,0,0.9959432048681541,1783578354738.0,1783591273851.0,754.0,4476.200000000008
